POS.WeekEndDate,Category,HA_._sold_COM,HA_._sold_EML,HA_._sold_other,HA_quantity_COM,HA_quantity_EML,HA_quantity_other,MNP_SA50.Sales.Amt,MNP_SA50.Sales.Amt_transformed,MNP_SA50.Sales.Qty,POS.Inventory,POS.Net...Sold,POS.Net.Quantity.Sold,POS.Brother.MNP.Net...Sold,POS.Brother.MNP.Net...Sold_transformed,POS.Brother.MNP.Net.Quantity.Sold,POS_SA50.Sales.Amt,POS_SA50.Sales.Qty,brother_SA50.Sales.Amt,brother_SA50.Sales.Qty,HA_promo_COM,HA_promo_EML,HA_promo_other,HA_promo_COM_weighted,HA_promo_EML_weighted,HA_promo_other_weighted,weighted_unit_price,division_name,display_cost,search_cost,shop_cost,video_cost,yt_Impressions,yt_Views,yt_Watch.time..hours.,yt_Average.view.duration,print_Engagement,print_Impressions,print_Outbound.clicks,print_Pin.clicks,print_Saves,link_Overview.page.views..total.,link_Overview.unique.visitors..total.,link_Life.page.views..total.,link_Life.unique.visitors..total.,link_Total.page.views..total.,link_Total.unique.visitors..total.,link_cost,fb_cost,ig_cost,web_Events,web_TotalSessions,web_AvgTimeonPage,web_AvgPageViews,web_locate_a_dealer,web_where_to_buy,web_add_to_cart,web_Total_prod_spec,web_Total_about_product,web_Total_image,web_Total_Video,web_Total_Downloads,web_Other,web_Total_PDP_Reviews,web_Total_PDP_Views,web_Social_new,web_Other_new,web_PaidSearch,web_Email,web_Affiliates,web_Referral,web_Social,web_OrganicSearch,web_Direct,web_Display,eml_SENT,eml_OPENED,eml_UOPEN,eml_COST,corona_cases,vaccine,Holiday,Holiday_Significance,Event,Event_Significance,Total_Holiday.Event_Count,Overall_Significance,Paid_Search,Paid_Social,trend,display_impressions,search_impressions,shop_impressions,video_impressions,link_paid_impressions,fb_impressions,ig_impressions,Paid_Search_impressions,Paid_Social_impressions
20-07-2019,B2B Printing,561163,73941,325019,1844,168,993,156532,156035.8765,335,30069,1610909,4843,1772668,1772171.877,5192,720382,2101,5227,14,38.01886792,30.66666667,44.58333333,41.6509636,28.33333333,50.91985428,332.6213153,BMG,0,4567.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451.4,0,0,460,4689,8.727142857,4.232857143,27,404,29,1105,0,733,297,145,0,120,18636,10,0,912,43,0,57,18636,2940,722,5,0,0,0,0,0,0,0,0,1,1,1,1,4567.13,451.4,42,0,28742,,,432033,,,28742,432033
20-07-2019,B2C printing,1362976,7795,2020285,9967,25,13393,75570,100707.0002,937,249721,5404383,35134,5492181,5517318,36197,4351160,27200,12228,126,22.95454545,20,31.06060606,30.59599195,20,36.21533781,153.8175867,BMG,0,16528.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3009.54,0,2098,19413,6.975714286,3.028571429,5,1933,160,3199,0,2072,984,488,5,439,57146,50,2,4842,516,0,311,57146,11202,2270,220,66807,31120,25104,50.10525,0,0,0,0,1,1,1,1,16528.4,3009.54,62,0,163915,,,,274960,,163915,274960
20-07-2019,Crafting,0,0,0,0,0,0,15449,33381.4836,1009,9620,75386,2291,91280,109212.4836,3324,16532,1568,445,24,0,0,0,0,0,0,32.90306416,HAD,0,5297.98,0,0,157369,18247,934.213,183.8571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,1633,7.124285714,4.444285714,213,78,6,124,0,44,11,0,8,59,7184,10,8,630,14,0,43,7184,770,158,0,0,0,0,0,0,0,0,0,1,1,1,1,5297.98,0,40,0,124086,,,,,,124086,0
20-07-2019,ES/Labeling,414119,0,233506,11073,0,7077,16381,21639.14096,316,211888,1081135,29822,1100474,1105732.141,30167,691490,21027,2958,29,14.3125,0,15.71428571,14.09060285,0,15.71899529,36.25074509,BMG,0,2939.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975.989899,2296.330101,428,4631,6.197142857,3.23,1,374,53,548,0,555,248,28,1,108,14488,21,1,1121,13,0,38,14488,2535,629,273,0,0,0,0,0,0,0,0,1,1,1,1,2939.59,4272.32,88,0,53193,,,,244865,715034,53193,959899
20-07-2019,Sewing,0,0,0,0,0,0,1738583,3756690.241,5309,144690,2209169,26514,3950546,5968653.241,31982,823442,17325,2794,159,0,0,0,0,0,0,83.32047258,HAD,0,8728.05,0,0,140252,21285,592.501,99.85714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2498,15147,5.524285714,3.2,1569,909,20,807,0,1319,718,9,1344,436,48019,1443,80,2896,116,0,340,48019,9167,1102,3,0,0,0,0,0,0,0,0,1,1,1,1,8728.05,0,18,0,53499,,,,,,53499,0
20-07-2019,Supplies,0,0,0,0,0,0,269798,281226.8077,10394,2601633,14461370,473940,14762693,14774121.81,484969,9375612,342401,31525,635,0,0,0,0,0,0,30.51308453,BMG,0,9122.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1394,6229,6.884285714,4.094285714,18,1356,20,265,0,662,56,21,3,175,25185,3,3,1731,10,0,144,25185,2897,1438,3,201901,102632,81875,151.42575,0,0,0,0,1,1,1,1,9122.39,0,55,0,91338,,,,,,91338,0
27-07-2019,B2B Printing,377695,32785,207845,1306,75,718,52142,88623.84814,177,28974,1499341,4494,1557785,1594266.848,4692,774259,2367,6302,21,47.93103448,30,52.22222222,52.09197981,28.93333333,63.98471616,333.6260191,BMG,0,4393.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445.75,0,0,406,4710,9.065714286,4.298571429,23,349,34,1151,0,770,308,142,0,147,18918,6,0,957,43,0,49,18918,2930,722,3,0,0,0,0,0,0,0,0,0,0,0,0,4393.99,445.75,57,0,31655,,,433012,,,31655,433012
27-07-2019,B2C printing,1194853,7172,1784488,7212,23,10047,87301,100017.8992,1150,246961,4837287,29348,4938352,4951068.899,30625,3008169,21047,13764,127,21.8125,20,33.7037037,36.57512626,20,42.04450878,164.8198596,BMG,0,20294.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3332.96,0,1930,18581,6.888571429,2.987142857,7,1792,131,3021,0,1991,893,534,4,411,53669,63,0,5163,386,0,303,53669,10429,2065,172,439696,195777,158566,329.772,0,0,0,0,0,0,0,0,20294.58,3332.96,62,0,174221,,,,285961,,174221,285961
27-07-2019,Crafting,0,0,0,0,0,0,18501,18673.20375,605,9819,65202,2006,85092,85264.20375,2641,17066,1932,1389,30,0,0,0,0,0,0,32.49786142,HAD,0,2444.34,0,0,124669,15241,745.0566,175.2857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,1281,7.615714286,4.582857143,159,60,2,87,0,69,8,0,12,58,5776,31,12,308,6,0,49,5776,734,141,0,0,0,0,0,0,0,0,0,0,0,0,0,2444.34,0,39,0,14077,,,,,,14077,0
27-07-2019,ES/Labeling,333956,0,286339,11528,0,9853,25100,19317.03085,642,199265,1237727,38375,1266038,1260255.031,39148,1017685,28184,3211,131,17.30769231,0,17.76315789,17.1228825,0,17.68664047,32.25121094,BMG,0,2861.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048.829944,2477.460056,488,4630,6.494285714,3.312857143,3,435,50,536,0,590,293,23,2,99,14955,14,2,1150,23,0,57,14955,2660,545,179,0,0,0,0,0,0,0,0,0,0,0,0,2861.09,4526.29,71,0,55526,,,,246543,717531,55526,964074
27-07-2019,Sewing,0,0,0,0,0,0,4065318,4103155.747,54896,144513,1113071,15409,5181208,5219045.747,70443,1152046,19633,2819,138,0,0,0,0,0,0,72.2345441,HAD,0,9554.08,0,0,132789,19773,547.9558,99.42857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2434,14720,5.744285714,3.235714286,1509,890,35,811,0,1337,629,9,637,431,46961,768,81,3103,164,0,314,46961,9052,1236,2,266546,46548,38373,199.9095,0,0,0,0,0,0,0,0,9554.08,0,17,0,67767,,,,,,67767,0
27-07-2019,Supplies,0,0,0,0,0,0,47780,44324.96508,6497,2569842,14200972,470574,14276476,14273020.97,477686,11761910,409022,27724,615,0,0,0,0,0,0,30.17789168,BMG,0,8481.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1312,6070,7.047142857,4.115714286,8,1292,12,259,0,646,88,20,1,167,24533,4,1,1724,18,0,128,24533,2876,1314,5,0,0,0,0,0,0,0,0,0,0,0,0,8481.66,0,58,0,90540,,,,,,90540,0
03-08-2019,B2B Printing,222781,46990,27997,627,100,76,15366,15366,62,29224,1391602,4010,1411768,1411768,4084,1187752,3628,4800,12,39.66666667,29.33333333,42.5,47.7496038,28.5,27.85714286,347.0265387,BMG,0,2896.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526.55,0,0,430,4643,8.512857143,4.28,33,363,34,1101,0,759,252,132,0,120,18618,5,0,927,30,0,68,18618,2926,683,4,0,0,0,0,0,0,0,0,1,0,1,0,2896.83,526.55,35,0,15980,,,367144,,,15980,367144
03-08-2019,B2C printing,1213705,6861,1327898,7432,22,8639,160963,156593.212,2120,247095,4759055,30534,4939488,4935118.212,32759,4459120,29112,19470,105,19.09448819,20,31.44230769,26.44957569,20,35.8904331,155.8554205,BMG,0,18374.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2519.09,0,1971,19425,6.94,2.977142857,11,1838,122,3214,0,2090,938,697,11,469,56179,66,3,5003,424,0,333,56179,11381,2066,149,1025,334,222,0.76875,0,0,0,0,1,0,1,0,18374.19,2519.09,67,0,162344,,,,259635,,162344,259635
03-08-2019,Crafting,0,0,0,0,0,0,-53441,-63365.73348,619,9813,147836,2309,96960,87035.26652,2957,15804,1552,2565,29,0,0,0,0,0,0,64.02250325,HAD,0,2832.9,0,0,166638,25246,914.7698,137.8571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,880,4242,6.848571429,4.191428571,809,66,5,292,0,352,13,0,38,136,17572,315,38,411,1657,0,104,17572,1281,435,1,115527,49540,36377,86.64525,0,0,0,0,1,0,1,0,2832.9,0,33,0,57223,,,,,,57223,0
03-08-2019,ES/Labeling,313728,0,280627,8386,0,9335,66543,66453.25588,646,207150,1215108,33381,1284502,1284412.256,34055,1670786,45275,2851,28,18.91304348,0,20.625,17.29380986,0,16.13290032,36.3990225,BMG,0,4755.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2863.82929,1701.64071,493,4907,6.227142857,3.227142857,3,444,46,600,0,610,290,24,11,129,15451,47,10,1354,30,0,72,15451,2611,555,228,0,0,0,0,0,0,0,0,1,0,1,0,4755.77,4565.47,78,0,65266,,,,304225,495817,65266,800042
03-08-2019,Sewing,0,0,0,0,0,0,2137668,2534662.353,10684,147128,1190995,16161,3330681,3727675.353,26989,1109169,15605,2018,144,0,0,0,0,0,0,73.69557267,HAD,0,6135.61,0,0,250906,54528,1116.9084,77.42857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3558,25468,5.942857143,3.498571429,2840,696,22,1788,0,2586,609,10,270,827,89655,1556,190,2992,7679,0,552,89655,10046,2451,2,280881,231999,170437,210.66075,0,0,0,0,1,0,1,0,6135.61,0,17,0,55799,,,,,,55799,0
03-08-2019,Supplies,0,0,0,0,0,0,321385,358945.6067,14348,2573057,14930969,490770,15277022,15314582.61,505759,11038659,397332,24668,641,0,0,0,0,0,0,30.42361882,BMG,0,11056.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1283,6175,6.9,3.965714286,4,1271,8,260,0,620,67,16,10,168,23828,6,9,2014,20,0,121,23828,2741,1260,4,0,0,0,0,0,0,0,0,1,0,1,0,11056.33,0,50,0,101755,,,,,,101755,0
10-08-2019,B2B Printing,489698,38680,115595,1328,77,247,94969,76832.80786,234,28834,1354698,3929,1453299,1435162.808,4173,1107832,3186,3632,10,46.875,31.875,20,50.60498221,32.98701299,20,344.7869992,BMG,0,4390.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,974.6,0,0,418,4523,8.562857143,4.09,22,368,28,990,0,692,242,165,0,127,17631,3,0,924,28,0,47,17631,2828,689,4,0,0,0,0,0,0,0,0,1,0,1,0,4390.32,974.6,54,0,24875,,,846877,,,24875,846877
10-08-2019,B2C printing,1580178,3118,2247083,10163,10,14031,97510,97246.01988,1321,242059,5633802,36022,5752145,5751881.02,37494,4558373,29610,20833,151,25.93984962,20,36.25319285,40.24043278,20,49.70796163,156.3943126,BMG,0,17691.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261.46,0,2054,20997,6.934285714,2.981428571,6,1893,155,3510,0,2131,973,788,16,516,60754,62,1,5467,396,0,333,60754,12369,2226,143,212819,62706,49445,159.61425,0,0,0,0,1,0,1,0,17691.03,1261.46,70,0,174011,,,,167839,,174011,167839
10-08-2019,Crafting,0,0,0,0,0,0,72827,59905.07486,2287,8898,50342,1838,131386,118464.0749,4193,15061,1561,8217,68,0,0,0,0,0,0,27.38637106,HAD,0,4560.41,0,0,132497,16417,743.9505,162.1428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,2026,7.474285714,4.488571429,391,69,5,147,0,120,5,1,28,77,8985,122,28,564,102,0,78,8985,923,209,0,0,0,0,0,0,0,0,0,1,0,1,0,4560.41,0,33,0,157473,,,,,,157473,0
10-08-2019,ES/Labeling,552611,0,335564,12284,0,11529,21325,38874.01094,336,203845,1534378,41749,1558615,1576164.011,42208,1383305,40944,2912,123,12.04545455,0,14.11363636,18.05455561,0,12.33007722,36.7505878,BMG,0,3944.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1732.47,958.77,529,5004,6.2,3.187142857,0,494,35,623,0,589,314,30,19,113,15495,21,17,1360,23,0,49,15495,2738,580,216,0,0,0,0,0,0,0,0,1,0,1,0,3944.12,2691.24,87,0,66214,,,,187716,248261,66214,435977
10-08-2019,Sewing,0,0,0,0,0,0,5997384,4933249.172,10310,145961,1085149,14977,7084658,6020523.172,25450,1295997,18586,2125,163,0,0,0,0,0,0,72.45398878,HAD,0,8438.14,0,0,189807,29679,741.1841,90.28571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2873,18478,5.694285714,3.275714286,1983,861,29,1105,0,1517,619,17,115,550,59776,953,111,3205,1978,0,583,59776,9887,1760,1,95818,125593,92746,71.8635,0,0,0,0,1,0,1,0,8438.14,0,19,0,68369,,,,,,68369,0
10-08-2019,Supplies,0,0,0,0,0,0,373183,463695.2799,19537,2553049,15166913,505103,15559659,15650171.28,525132,11621085,401933,19563,492,0,0,0,0,0,0,30.02747321,BMG,0,9345.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1339,6113,7.22,4.197142857,15,1308,16,272,0,621,71,31,14,162,25118,6,14,1958,20,0,97,25118,2903,1109,6,0,0,0,0,0,0,0,0,1,0,1,0,9345.45,0,58,0,96962,,,,,,96962,0
17-08-2019,B2B Printing,505289,41251,344859,1689,90,1094,51441,51378.22262,123,28600,1488786,4563,1543807,1543744.223,4697,1118209,3169,3580,11,37.11864407,30.625,41.78571429,40.46036435,30.11111111,50.5291411,326.2679334,BMG,0,3257.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1267.56,0,0,450,4683,8.557142857,4.084285714,30,380,40,1121,0,758,279,197,1,141,17930,3,1,971,22,0,33,17930,3006,646,1,0,0,0,0,0,0,0,0,1,0,1,0,3257.12,1267.56,67,0,21532,,,957887,,,21532,957887
17-08-2019,B2C printing,1597055,9043,2692526,10907,29,17864,86774,94411.43427,1869,238524,5959048,39081,6065820,6073457.434,41067,5413231,34916,19998,117,23.62903226,20,35.24305556,34.31899293,20,41.50595016,152.4751334,BMG,0,17516.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1805.41,0,2178,22101,6.927142857,3.152857143,8,2006,164,3671,0,2232,1055,915,14,499,67196,55,3,5829,294,0,361,67196,12920,2486,153,0,0,0,0,0,0,0,0,1,0,1,0,17516.16,1805.41,76,0,178118,,,,268621,,178118,268621
17-08-2019,Crafting,0,0,0,0,0,0,223965,113194.4626,1845,8981,37661,1633,262614,151843.4626,3492,15983,1580,988,14,0,0,0,0,0,0,23.06015922,HAD,0,3971.24,0,0,126606,16386,842.8316,177.5714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,1801,7.862857143,4.75,290,85,7,144,0,117,12,0,9,73,8491,58,8,561,36,0,69,8491,832,236,1,0,0,0,0,0,0,0,0,1,0,1,0,3971.24,0,30,0,149608,,,,,,149608,0
17-08-2019,ES/Labeling,420685,0,372746,10993,0,12512,9022,15222.83861,186,207262,1540158,42987,1551161,1557361.839,43190,839749,26002,1981,17,17.32142857,0,15.85714286,16.54791771,0,14.71704675,35.82668621,BMG,0,4394.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026.78,1347.74,569,5493,6.421428571,3.477142857,1,517,51,747,0,727,324,17,32,160,18568,17,32,1536,14,0,36,18568,3046,647,165,0,0,0,0,0,0,0,0,1,0,1,0,4394.35,3374.52,64,0,66939,,,,231583,299659,66939,531242
17-08-2019,Sewing,0,0,0,0,0,0,2138260,1080700.965,6351,156142,1111457,15719,3261168,2203608.965,22204,2171222,21729,11451,134,0,0,0,0,0,0,70.70754628,HAD,0,7918.42,0,0,157362,23296,636.9153,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2566,16496,6.025714286,3.477142857,1703,835,28,1170,0,1550,629,15,117,569,56586,536,116,3364,569,0,428,56586,9911,1566,6,0,0,0,0,0,0,0,0,1,0,1,0,7918.42,0,19,0,68652,,,,,,68652,0
17-08-2019,Supplies,0,0,0,0,0,0,313080,362204.8752,12650,2567234,14889175,502196,15227911,15277035.88,515492,13038421,423940,25656,646,0,0,0,0,0,0,29.64802191,BMG,0,10164.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1539,6951,7.382857143,4.264285714,12,1494,33,336,0,736,89,25,19,205,29079,1,18,2372,9,0,91,29079,3102,1349,9,160517,86068,69327,120.38775,0,0,0,0,1,0,1,0,10164.68,0,64,0,95417,,,,,,95417,0
24-08-2019,B2B Printing,239587,62609,299602,869,130,1021,56591,51192.16045,187,28018,1620280,4917,1680118,1674719.16,5116,1271011,3801,3247,12,51.18421053,30,56.36363636,64.16405024,31.15384615,79.5045045,329.5221212,BMG,0,3940.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2266.12,0,0,433,4817,8.708571429,4.482857143,17,387,29,1113,0,739,290,165,1,121,20456,3,1,1030,14,0,53,20456,3038,667,11,0,0,0,0,0,0,0,0,1,0,1,0,3940.19,2266.12,61,0,24241,,,903382,,,24241,903382
24-08-2019,B2C printing,1140180,7481,2149518,8559,24,17931,97824,97358.20256,1446,229403,5912965,41056,6031064,6030598.203,42681,4716450,28487,20275,179,24.74576271,20,35.0877193,30.27942925,20,38.74045394,144.0183615,BMG,0,19917.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949.38,0,2292,24182,6.737142857,3.38,8,2151,133,4143,0,2524,1142,1093,21,589,79623,79,1,6203,316,0,347,79623,14207,2776,253,505127,253275,208073,378.84525,0,0,0,0,1,0,1,0,19917.95,1949.38,76,0,205735,,,,302448,,205735,302448
24-08-2019,Crafting,0,0,0,0,0,0,537100,300288.9326,3555,8797,34717,1837,572016,335204.9326,5397,35207,2606,199,5,0,0,0,0,0,0,18.89595536,HAD,0,3864.69,0,0,129906,16476,810.0697,176.1428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,1856,7.758571429,4.762857143,261,56,2,119,0,129,73,0,20,62,8767,45,20,509,30,0,48,8767,966,233,5,0,0,0,0,0,0,0,0,1,0,1,0,3864.69,0,41,0,98777,,,,,,98777,0
24-08-2019,ES/Labeling,225951,0,400375,4829,0,14442,18852,23594.90434,248,200583,1414219,40716,1435415,1440157.904,40997,735015,24206,2344,33,13.82352941,0,16.94117647,14.7546279,0,14.32933221,34.73214854,BMG,0,3965.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2391.59,1300.09,561,5468,6.034285714,3.645714286,3,505,53,707,0,713,361,29,25,150,19690,37,25,1465,4,0,51,19690,3038,596,252,0,0,0,0,0,0,0,0,1,0,1,0,3965.03,3691.68,58,0,66770,,,,284270,325048,66770,609318
24-08-2019,Sewing,0,0,0,0,0,0,1734039,969520.1958,26862,196617,1218899,16385,2958783,2194264.196,43364,2217126,21115,5845,117,0,0,0,0,0,0,74.39069332,HAD,0,8281.11,0,0,145365,21793,598.4423,98.42857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2682,17184,6.148571429,3.745714286,1812,838,32,1204,0,1755,783,19,147,596,63754,445,144,3433,956,0,414,63754,10169,1607,16,48135,49017,38249,36.10125,0,0,0,0,1,0,1,0,8281.11,0,18,0,71410,,,,,,71410,0
24-08-2019,Supplies,0,0,0,0,0,0,233476,277472.3228,12273,2535249,14272774,479960,14531223,14575219.32,492840,12563013,421042,24973,607,0,0,0,0,0,0,29.737215,BMG,0,10877.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1472,6961,7.022857143,4.397142857,11,1443,18,348,0,793,71,32,16,194,30156,1,16,2357,7,0,130,30156,3130,1311,9,0,0,0,0,0,0,0,0,1,0,1,0,10877.23,0,66,0,112065,,,,,,112065,0
31-08-2019,B2B Printing,419605,39424,147640,1092,86,364,81520,119707.6923,328,28572,1556789,4488,1646604,1684791.692,4838,1220620,3704,8295,22,37.65625,30,51.66666667,48.85994876,29.53488372,52,346.8715931,BMG,0,4038.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500.87,0,0,465,4883,8.552857143,4.345714286,27,410,28,1155,0,812,308,166,1,136,20703,15,1,1004,29,0,57,20703,3066,696,15,0,0,0,0,0,0,0,0,1,1,1,1,4038.8,2500.87,38,0,21228,,,758526,,,21228,758526
31-08-2019,B2C printing,1619579,4677,2344189,10905,15,16433,131834,183999.572,2606,224253,5933830,40133,6085904,6138069.572,42888,5274378,34332,20240,149,27.33009709,20,40.90909091,34.24098488,20,41.58580313,147.8502454,BMG,0,26258.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2316.05,0,2320,23737,6.675714286,3.282857143,6,2163,151,3961,0,2416,1111,1080,25,593,76875,52,4,6488,303,0,304,76875,13642,2703,241,488048,241704,198759,366.036,0,0,0,0,1,1,1,1,26258.94,2316.05,70,0,227763,,,,333691,,227763,333691
31-08-2019,Crafting,0,0,0,0,0,0,187240,161682.2739,7205,9017,37057,1712,225177,199619.2739,8935,25461,2471,880,18,0,0,0,0,0,0,21.63971379,HAD,0,2828.79,0,0,130858,16455,925.2021,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,1787,8.022857143,4.882857143,267,54,7,135,0,136,77,1,20,81,8745,28,20,416,33,0,65,8745,985,232,8,0,0,0,0,0,0,0,0,1,1,1,1,2828.79,0,33,0,15723,,,,,,15723,0
31-08-2019,ES/Labeling,211892,0,461098,5202,0,16613,94372,105393.5933,1354,192816,1242489,36585,1338660,1349681.593,37966,919945,28913,1799,27,14.44444444,0,16.07894737,13.7048556,0,12.17199917,33.95972721,BMG,0,5290.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2421.74,3309.3,567,5169,6.195714286,3.712857143,1,512,54,650,0,696,351,16,29,168,18818,66,26,1453,3,0,51,18818,2796,618,156,0,0,0,0,0,0,0,0,1,1,1,1,5290.91,5731.04,58,0,68224,,,,313234,883887,68224,1197121
31-08-2019,Sewing,0,0,0,0,0,0,4877139,4211451.553,43249,251999,1187966,16699,6103270,5437582.553,60245,1383372,20128,38165,297,0,0,0,0,0,0,71.13956824,HAD,0,7758.94,0,0,141570,21011,596.2907,101.5714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2627,15989,6.144285714,3.628571429,1692,906,29,1096,0,1558,685,13,118,543,57532,416,117,3707,162,0,400,57532,9773,1381,33,0,0,0,0,0,0,0,0,1,1,1,1,7758.94,0,18,0,69290,,,,,,69290,0
31-08-2019,Supplies,0,0,0,0,0,0,460615,576781.9328,14997,2504278,15014389,502458,15503620,15619786.93,518023,13994376,457750,28616,568,0,0,0,0,0,0,29.88177778,BMG,0,9687.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1498,6772,7.282857143,4.667142857,12,1471,15,360,0,783,103,25,17,206,30971,5,16,2015,8,0,117,30971,3257,1328,26,0,0,0,0,0,0,0,0,1,1,1,1,9687.07,0,69,0,79707,,,,,,79707,0
07-09-2019,B2B Printing,263631,39236,197300,680,90,489,11761,11761,49,28397,1221109,3616,1238050,1238050,3682,1061420,3284,5180,17,50.96774194,30.66666667,28.33333333,52.33817701,27.77777778,42.57340242,337.689198,BMG,0,3725.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2858.45,0,0,463,4336,8.285714286,4.091428571,27,399,37,999,0,696,298,147,1,145,16870,12,1,887,18,0,49,16870,2720,616,33,0,0,0,0,0,0,1,1,0,0,1,1,3725.47,2858.45,44,0,26334,,,400399,,,26334,400399
07-09-2019,B2C printing,1207282,13088,1978387,7336,42,10648,47353,46464.47104,3264,226353,5168246,32167,5230055,5229166.471,35537,4791311,35330,14456,106,26.59793814,20,39.72222222,30.39766545,20,41.10862162,160.6644188,BMG,0,21291.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452.31,0,2259,22817,6.364285714,2.998571429,7,2110,142,3628,0,2275,1131,960,46,517,67285,28,45,5465,282,0,308,67285,12929,2454,1306,554645,221783,182157,415.98375,0,0,1,1,0,0,1,1,21291.13,452.31,70,0,189580,,,,3799,,189580,3799
07-09-2019,Crafting,0,0,0,0,0,0,97208,115709.5095,1579,9342,37173,1878,135302,153803.5095,3476,27348,1707,921,19,0,0,0,0,0,0,19.78884984,HAD,0,2413.87,0,0,122724,15391,826.0087,189.2857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579,3496,5.935714286,3.712857143,516,58,5,137,0,323,298,1,10,115,10899,150,10,340,1576,0,126,10899,1035,243,16,0,0,0,0,0,0,1,1,0,0,1,1,2413.87,0,42,0,14531,,,,,,14531,0
07-09-2019,ES/Labeling,208394,0,254940,6636,0,9746,10264,11279.19692,410,190420,967539,28630,979263,980278.1969,29056,1156346,36266,1460,16,6.785714286,0,12,11.52336013,0,11.7638196,33.79234893,BMG,0,6041.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1148.5,500.52,483,17779,5.64,2.234285714,1,443,39,570,0,558,304,21,22,137,28078,8,21,1319,14,0,40,28078,2518,13691,168,0,0,0,0,0,0,1,1,0,0,1,1,6041.32,1649.02,58,0,64650,,,,122700,107114,64650,229814
07-09-2019,Sewing,0,0,0,0,0,0,2303527,2741955.182,10067,246454,1204689,16964,3515754,3954182.182,27210,1015299,14405,7538,179,0,0,0,0,0,0,71.0139684,HAD,0,8007.19,0,0,134061,21313,593.4494,99.85714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2755,17077,5.905714286,3.42,1756,972,27,1098,0,1765,837,5,137,536,58033,307,133,3716,1080,0,439,58033,10003,1343,56,149597,116764,92815,112.19775,0,0,1,1,0,0,1,1,8007.19,0,17,0,76106,,,,,,76106,0
